name,version,url,dependency,dependency_version,dependency_url
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,limma,3.56.0,https://www.bioconductor.org/packages/release/bioc/html/limma.html
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,Rsamtools,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,randomForest,,
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,rtracklayer,1.60.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,stats,,
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,motifStack,1.44.1,https://www.bioconductor.org/packages/release/bioc/html/motifStack.html
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,preseqR,,
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,utils,,
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,KernSmooth,,
ATACseqQC,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/ATACseqQC.html,edgeR,3.42.0,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,R,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,dplyr,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,data.table,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,stringr,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,utils,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,gtools,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,optimx,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,expm,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,stats,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,BiocParallel,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/BiocParallel.html
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,igraph,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,graphics,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,ggplot2,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,grDevices,,
AlphaBeta,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/AlphaBeta.html,plotly,,
AnnotationFilter,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/AnnotationFilter.html,R,,
AnnotationFilter,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/AnnotationFilter.html,utils,,
AnnotationFilter,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/AnnotationFilter.html,methods,,
AnnotationFilter,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/AnnotationFilter.html,GenomicRanges,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicRanges.html
AnnotationFilter,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/AnnotationFilter.html,lazyeval,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,R,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,Rcpp,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,doRNG,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,MASS,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,data.table,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,R.utils,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,doParallel,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,parallel,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,foreach,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,methods,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,stats,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,graphics,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,ggplot2,,
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,DRIMSeq,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/DRIMSeq.html
BANDITS,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BANDITS.html,BiocParallel,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/BiocParallel.html
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,BiocParallel,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/BiocParallel.html
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,futile.logger,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,Rdpack,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,Matrix,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,data.table,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,Rcpp,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,abind,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,stats,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,graphics,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,utils,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,methods,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,dixonTest,,
BEclear,2.16.0,https://www.bioconductor.org/packages/release/bioc/html/BEclear.html,ids,,
BRAIN,1.46.0,https://www.bioconductor.org/packages/release/bioc/html/BRAIN.html,R,,
BRAIN,1.46.0,https://www.bioconductor.org/packages/release/bioc/html/BRAIN.html,PolynomF,,
BRAIN,1.46.0,https://www.bioconductor.org/packages/release/bioc/html/BRAIN.html,Biostrings,2.68.0,https://www.bioconductor.org/packages/release/bioc/html/Biostrings.html
BRAIN,1.46.0,https://www.bioconductor.org/packages/release/bioc/html/BRAIN.html,lattice,,
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,R,,
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,SingleCellExperiment,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/SingleCellExperiment.html
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,gplots,,
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,grDevices,,
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,methods,,
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,stats,,
BUSseq,1.6.0,https://www.bioconductor.org/packages/release/bioc/html/BUSseq.html,utils,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,R,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,SingleCellExperiment,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/SingleCellExperiment.html
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,Rcpp,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,stats,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,purrr,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,scater,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/scater.html
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,scran,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/scran.html
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,coda,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,rhdf5,2.44.0,https://www.bioconductor.org/packages/release/bioc/html/rhdf5.html
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,Matrix,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,assertthat,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,mclust,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,RCurl,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,DirichletReg,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,xgboost,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,utils,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,ggplot2,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,scales,,
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,BiocFileCache,2.8.0,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html
BayesSpace,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/BayesSpace.html,BiocSingular,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/BiocSingular.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,R,,
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,methods,,
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,IRanges,2.34.0,https://www.bioconductor.org/packages/release/bioc/html/IRanges.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,GenomicRanges,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicRanges.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,Formula,,
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,BiocGenerics,0.46.0,https://www.bioconductor.org/packages/release/bioc/html/BiocGenerics.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,Biobase,2.60.0,https://www.bioconductor.org/packages/release/bioc/html/Biobase.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,GenomeInfoDb,1.36.0,https://www.bioconductor.org/packages/release/bioc/html/GenomeInfoDb.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,rtracklayer,1.60.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,parallel,,
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,betareg,,
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,lokern,,
BiSeq,1.40.0,https://www.bioconductor.org/packages/release/bioc/html/BiSeq.html,globaltest,5.54.0,https://www.bioconductor.org/packages/release/bioc/html/globaltest.html
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,R,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,igraph,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,poweRlaw,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,latex2exp,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,RSpectra,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,Rdpack,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,stringr,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,viridis,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,synaptome.db,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,clusterCons,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,fgsea,1.26.0,https://www.bioconductor.org/packages/release/bioc/html/fgsea.html
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,grid,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,methods,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,AnnotationDbi,1.62.0,https://www.bioconductor.org/packages/release/bioc/html/AnnotationDbi.html
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,dplyr,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,GO.db,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,org.Hs.eg.db,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,rSpectral,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,WGCNA,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,ggplot2,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,ggrepel,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,minpack.lm,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,cowplot,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,data.table,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,scales,,
BioNAR,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BioNAR.html,stats,,
BiocBaseUtils,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BiocBaseUtils.html,R,,
BiocBaseUtils,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BiocBaseUtils.html,methods,,
BiocBaseUtils,1.2.0,https://www.bioconductor.org/packages/release/bioc/html/BiocBaseUtils.html,utils,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,htmlwidgets,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,BiocFileCache,2.8.0,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,BiocManager,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,biocViews,1.68.0,https://www.bioconductor.org/packages/release/bioc/html/biocViews.html
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,tibble,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,magrittr,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,methods,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,rlang,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,stringr,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,rvest,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,dplyr,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,xml2,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,readr,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,httr,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,htmltools,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,DT,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,tools,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,utils,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,igraph,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,jsonlite,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,gh,,
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,RBGL,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/RBGL.html
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,graph,1.78.0,https://www.bioconductor.org/packages/release/bioc/html/graph.html
BiocPkgTools,1.18.0,https://www.bioconductor.org/packages/release/bioc/html/BiocPkgTools.html,rorcid,,
BrowserViz,2.22.0,https://www.bioconductor.org/packages/release/bioc/html/BrowserViz.html,R,,
BrowserViz,2.22.0,https://www.bioconductor.org/packages/release/bioc/html/BrowserViz.html,jsonlite,,
BrowserViz,2.22.0,https://www.bioconductor.org/packages/release/bioc/html/BrowserViz.html,httpuv,,
BrowserViz,2.22.0,https://www.bioconductor.org/packages/release/bioc/html/BrowserViz.html,methods,,
BrowserViz,2.22.0,https://www.bioconductor.org/packages/release/bioc/html/BrowserViz.html,BiocGenerics,0.46.0,https://www.bioconductor.org/packages/release/bioc/html/BiocGenerics.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,R,,
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,GenomicRanges,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicRanges.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,rtracklayer,1.60.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,SummarizedExperiment,1.30.0,https://www.bioconductor.org/packages/release/bioc/html/SummarizedExperiment.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,pryr,,
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,assertthat,,
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,methods,,
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,Matrix,,
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,BiocGenerics,0.46.0,https://www.bioconductor.org/packages/release/bioc/html/BiocGenerics.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,S4Vectors,0.38.0,https://www.bioconductor.org/packages/release/bioc/html/S4Vectors.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,IRanges,2.34.0,https://www.bioconductor.org/packages/release/bioc/html/IRanges.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,GenomeInfoDb,1.36.0,https://www.bioconductor.org/packages/release/bioc/html/GenomeInfoDb.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,GenomicFeatures,1.52.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicFeatures.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,GenomicAlignments,1.36.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,BiocParallel,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/BiocParallel.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,GenomicFiles,1.36.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicFiles.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,Gviz,1.44.0,https://www.bioconductor.org/packages/release/bioc/html/Gviz.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,InteractionSet,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/InteractionSet.html
CAGEfightR,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/CAGEfightR.html,GenomicInteractions,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicInteractions.html
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,R,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,methods,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,scales,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,dplyr,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,data.table,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,WGCNA,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,grid,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,ggplot2,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,ggpmisc,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,ggthemes,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,ggrepel,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,sna,,
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,clusterProfiler,4.8.0,https://www.bioconductor.org/packages/release/bioc/html/clusterProfiler.html
CEMiTool,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html,fgsea,1.26.0,https://www.bioconductor.org/packages/release/bioc/html/fgsea.html
